epi_id,region_id,year,inflation_rate_pct,interest_rate_pct,govt_debt_gdp_ratio,govt_budget_balance_usd_billion,consumer_confidence_index,data_source_references
EPI-328e2aae,R-d8a4039b,2020,5.75,1.63,74.61,-48.63,104.96,['EPI_lose']
EPI-9d3b8fe3,R-d8a4039b,2025,8.03,4.97,14.38,93.72,57.56,['EPI_reach']
EPI-0f22174e,R-d8a4039b,2021,12.65,3.96,88.13,161.49,63.14,['EPI_where']
EPI-e83eaa37,R-d8a4039b,2023,3.31,3.17,87.73,230.74,118.54,['EPI_film']
EPI-28102db5,R-d8a4039b,2018,3.51,6.11,21.88,-33.27,83.75,['EPI_financial']
EPI-391fe609,R-d8a4039b,2019,2.57,7.48,82.76,259.25,56.39,['EPI_food']
EPI-b904869c,R-d8a4039b,2024,12.16,5.8,178.57,238.1,53.28,['EPI_government']
EPI-4616f0f4,R-d8a4039b,2019,11.52,5.52,61.21,11.52,112.77,['EPI_professional']
EPI-5b40fa38,R-d8a4039b,2024,4.56,4.82,45.82,116.24,50.82,['EPI_kid']
EPI-380916e8,R-d8a4039b,2024,12.53,3.32,35.65,77.67,102.97,['EPI_partner']
EPI-54f87b55,R-b4da2fbc,2024,2.62,1.49,167.99,172.02,117.4,['EPI_economy']
EPI-93664a61,R-b4da2fbc,2019,3.51,4.54,61.29,210.09,78.67,['EPI_hospital']
EPI-3680ddac,R-b4da2fbc,2021,5.81,0.67,194.05,282.3,80.19,['EPI_north']
EPI-cf52c412,R-b4da2fbc,2025,4.82,0.65,147.24,110.96,53.76,['EPI_draw']
EPI-a870de86,R-b4da2fbc,2025,12.97,1.81,100.2,-96.74,90.69,['EPI_hour']
EPI-eeaf4e2b,R-b4da2fbc,2025,1.53,2.38,78.9,251.57,75.91,['EPI_enough']
EPI-9226e1fd,R-b4da2fbc,2020,12.74,6.71,27.63,230.78,93.76,['EPI_bank']
EPI-7b479e7e,R-b4da2fbc,2025,10.14,6.89,186.7,178.25,52.75,['EPI_as']
EPI-ef8d8a4e,R-b4da2fbc,2025,7.22,2.31,70.03,63.13,113.7,['EPI_see']
EPI-339bfd33,R-b4da2fbc,2022,7.19,9.66,124.04,74.0,58.0,['EPI_decade']
EPI-36ae0cfa,R-dc5096ad,2021,10.58,9.68,115.59,253.06,55.95,['EPI_company']
EPI-cd968c3f,R-dc5096ad,2023,2.33,0.74,158.37,156.74,77.1,['EPI_similar']
EPI-0339d005,R-dc5096ad,2021,1.76,6.34,67.11,165.54,89.18,['EPI_least']
EPI-1e2014d1,R-dc5096ad,2026,4.95,5.44,10.13,210.22,101.8,['EPI_maintain']
EPI-978d26c3,R-dc5096ad,2023,12.06,4.56,36.71,58.39,118.49,['EPI_on']
EPI-fe19b3b1,R-dc5096ad,2023,6.48,6.39,173.47,290.69,101.38,['EPI_often']
EPI-bca67850,R-dc5096ad,2024,11.33,0.23,125.61,-67.68,59.39,['EPI_though']
EPI-ed27cf94,R-dc5096ad,2023,12.7,0.83,106.04,238.13,53.32,['EPI_look']
EPI-3631b256,R-dc5096ad,2022,3.38,2.61,106.56,83.74,59.75,['EPI_together']
EPI-37b0fcdc,R-dc5096ad,2019,11.64,8.75,11.14,-12.34,115.61,['EPI_whom']
EPI-bc1293fa,R-002ad448,2021,13.3,1.07,181.94,296.77,69.8,['EPI_plan']
EPI-bd03e170,R-002ad448,2019,1.04,7.42,93.43,-15.89,93.48,['EPI_land']
EPI-27533f67,R-002ad448,2023,14.04,8.36,165.39,94.28,65.97,['EPI_together']
EPI-92f72fd7,R-002ad448,2025,1.67,1.16,105.34,250.63,88.15,['EPI_score']
EPI-2d45b70f,R-002ad448,2026,7.06,7.49,83.76,241.99,79.07,['EPI_kitchen']
EPI-e7e6a464,R-002ad448,2022,0.01,3.04,150.76,78.0,79.9,['EPI_buy']
EPI-a7f78336,R-002ad448,2020,2.69,6.76,154.89,5.71,54.26,['EPI_capital']
EPI-4d36c9ee,R-002ad448,2024,12.75,4.3,121.83,236.36,50.46,['EPI_economic']
EPI-768c9f94,R-002ad448,2024,0.42,3.49,77.15,65.86,73.6,['EPI_able']
EPI-d4da36ed,R-002ad448,2020,0.46,5.01,136.27,-39.51,86.21,['EPI_billion']
EPI-4a935997,R-3f413466,2020,10.33,4.39,102.93,218.54,105.85,['EPI_system']
EPI-68cae8cd,R-3f413466,2024,6.48,5.25,125.07,164.56,61.41,['EPI_enter']
EPI-12b8c936,R-3f413466,2024,10.47,9.62,12.64,74.99,71.15,['EPI_federal']
EPI-6b181c66,R-3f413466,2018,13.94,2.98,152.44,190.07,115.12,['EPI_firm']
EPI-a5371725,R-3f413466,2025,7.99,1.23,38.44,148.75,90.32,['EPI_figure']
EPI-15bc2b2a,R-3f413466,2026,12.45,6.47,168.28,251.3,80.29,['EPI_building']
EPI-e5a09919,R-3f413466,2026,10.87,9.56,90.87,-58.45,95.03,['EPI_type']
EPI-6a82935d,R-3f413466,2022,0.72,0.21,160.23,68.79,57.04,['EPI_anything']
EPI-9b156f2a,R-3f413466,2023,9.24,0.45,111.26,-37.28,50.76,['EPI_food']
EPI-12ef08de,R-3f413466,2024,11.79,9.7,72.07,294.63,85.32,['EPI_world']
EPI-31f8eaa5,R-564d49eb,2019,7.78,4.36,134.39,65.96,116.77,['EPI_or']
EPI-caaedadc,R-564d49eb,2022,6.42,8.18,59.85,251.04,82.74,['EPI_until']
EPI-5542eb4b,R-564d49eb,2022,13.25,0.68,130.84,219.15,75.21,['EPI_situation']
EPI-80d28d7a,R-564d49eb,2020,4.73,2.57,144.69,123.27,53.74,['EPI_keep']
EPI-0f0f5d55,R-564d49eb,2018,2.51,0.41,123.92,192.54,118.2,['EPI_nice']
EPI-60996900,R-564d49eb,2025,14.91,6.94,101.11,21.54,69.92,['EPI_president']
EPI-4a87e061,R-564d49eb,2024,9.42,1.34,99.21,37.79,112.98,['EPI_wonder']
EPI-33c9a7ed,R-564d49eb,2024,6.66,1.71,98.08,51.7,52.1,['EPI_against']
EPI-6a4bcec2,R-564d49eb,2024,11.42,5.36,171.91,-24.65,90.62,['EPI_last']
EPI-b5c224ac,R-564d49eb,2024,4.07,7.61,86.54,143.24,115.74,['EPI_doctor']
EPI-5a691aac,R-3f133257,2024,0.84,9.03,170.23,122.34,94.63,['EPI_lot']
EPI-846d615d,R-3f133257,2026,3.68,2.57,50.3,252.47,103.83,['EPI_through']
EPI-7bd84139,R-3f133257,2018,3.45,0.12,167.73,-16.54,113.61,['EPI_industry']
EPI-19908400,R-3f133257,2024,3.22,0.78,171.33,293.31,110.61,['EPI_individual']
EPI-365083db,R-3f133257,2019,1.6,4.73,193.94,195.99,62.26,['EPI_available']
EPI-7557e5e3,R-3f133257,2019,3.15,9.55,144.57,138.81,117.73,['EPI_show']
EPI-cf1c392a,R-3f133257,2023,1.65,0.34,78.49,234.52,57.67,['EPI_evidence']
EPI-28c1382a,R-3f133257,2023,4.36,3.96,179.24,-38.21,93.06,['EPI_environmental']
EPI-8e3989a0,R-3f133257,2022,12.32,3.95,155.62,175.18,65.8,['EPI_yes']
EPI-87267f66,R-3f133257,2026,4.59,4.94,29.59,58.15,101.88,['EPI_white']
EPI-f3e39cf3,R-968747fc,2024,10.51,0.51,117.82,108.58,75.0,['EPI_say']
EPI-468038f3,R-968747fc,2021,3.15,2.8,116.88,157.09,89.0,['EPI_training']
EPI-9b410d15,R-968747fc,2019,3.99,0.1,75.18,-37.31,64.01,['EPI_nice']
EPI-277306d1,R-968747fc,2020,12.91,3.83,59.51,81.81,53.42,['EPI_personal']
EPI-592d3416,R-968747fc,2021,0.97,8.82,35.66,13.19,72.15,['EPI_arm']
EPI-14fcbd76,R-968747fc,2025,5.08,2.55,161.05,216.54,69.1,['EPI_in']
EPI-ae03ece8,R-968747fc,2019,13.37,1.69,179.11,91.81,113.24,['EPI_four']
EPI-ee68e4e0,R-968747fc,2025,7.54,8.72,19.13,198.67,73.12,['EPI_partner']
EPI-27b29315,R-968747fc,2020,14.42,2.08,194.22,129.36,99.33,['EPI_drop']
EPI-e15902b8,R-968747fc,2026,2.86,6.96,106.04,-57.63,116.91,['EPI_look']
EPI-13968aa4,R-a94e02e0,2024,0.58,8.49,174.41,85.09,91.75,['EPI_who']
EPI-d0ad5c9f,R-a94e02e0,2025,8.62,4.03,133.95,88.61,110.66,['EPI_prevent']
EPI-9b7adeb7,R-a94e02e0,2023,5.06,9.25,42.14,267.53,97.35,['EPI_draw']
EPI-64780430,R-a94e02e0,2021,1.7,5.32,98.65,248.54,107.54,['EPI_think']
EPI-0395925c,R-a94e02e0,2021,1.08,0.56,83.15,123.8,96.78,['EPI_ability']
EPI-a16ee53f,R-a94e02e0,2019,3.21,8.31,149.62,-94.27,78.53,['EPI_at']
EPI-4dacf181,R-a94e02e0,2023,6.24,8.75,144.65,102.98,116.41,['EPI_difference']
EPI-3046af48,R-a94e02e0,2026,8.0,3.52,34.69,-61.01,85.97,['EPI_value']
EPI-721cd688,R-a94e02e0,2021,11.82,6.15,128.6,-88.64,63.47,['EPI_weight']
EPI-084cbbb2,R-a94e02e0,2022,14.82,2.24,189.29,-3.66,80.27,['EPI_subject']
EPI-6ae4ea8f,R-63328b82,2019,9.55,4.04,72.41,123.01,117.55,['EPI_return']
EPI-24374a5b,R-63328b82,2024,1.34,3.15,117.88,44.7,119.47,['EPI_whose']
EPI-3b322948,R-63328b82,2024,13.91,6.85,155.73,59.41,75.38,['EPI_respond']
EPI-ef7f77b3,R-63328b82,2022,10.65,6.88,113.97,121.7,80.55,['EPI_blood']
EPI-daf9b3a0,R-63328b82,2019,13.79,1.45,32.39,-22.54,87.9,['EPI_as']
EPI-c19d535c,R-63328b82,2020,4.95,2.44,149.42,205.74,106.42,['EPI_goal']
EPI-bc2a3545,R-63328b82,2022,8.96,6.94,154.84,288.46,97.35,['EPI_series']
EPI-fdf18e05,R-63328b82,2023,14.64,1.82,145.06,-45.53,103.09,['EPI_station']
EPI-34d10cf3,R-63328b82,2025,3.95,2.12,189.03,-56.42,103.68,['EPI_machine']
EPI-160372ba,R-63328b82,2023,9.45,9.29,191.35,179.8,58.82,['EPI_boy']
EPI-fa3e882f,R-f45f79b2,2023,1.03,4.79,194.18,-58.55,56.9,['EPI_lawyer']
EPI-0a799797,R-f45f79b2,2020,8.5,5.95,11.77,8.49,76.79,['EPI_south']
EPI-a98ebc5a,R-f45f79b2,2019,8.36,6.13,45.6,161.49,66.79,['EPI_out']
EPI-ca1fec36,R-f45f79b2,2026,3.54,6.68,131.57,249.75,64.32,['EPI_should']
EPI-99e44c70,R-f45f79b2,2021,4.99,9.39,90.73,-35.49,71.88,['EPI_police']
EPI-68667d06,R-f45f79b2,2020,8.14,9.0,14.3,-53.93,50.84,['EPI_floor']
EPI-f6e4e6f0,R-f45f79b2,2020,5.81,6.46,18.14,197.36,78.82,['EPI_down']
EPI-9747c553,R-f45f79b2,2019,6.44,9.19,156.48,-45.97,77.31,['EPI_organization']
EPI-832cfb53,R-f45f79b2,2021,5.31,6.56,92.51,100.58,58.45,['EPI_various']
EPI-1f9a06df,R-f45f79b2,2019,6.75,2.93,120.03,32.31,59.98,['EPI_before']
EPI-551a0bcb,R-5df7c50b,2023,12.36,5.94,111.47,-8.52,115.54,['EPI_security']
EPI-16cb9c2c,R-5df7c50b,2024,0.87,4.43,156.99,148.14,64.31,['EPI_never']
EPI-81b9c296,R-5df7c50b,2026,1.91,8.45,46.24,183.33,72.79,['EPI_step']
EPI-559b542e,R-5df7c50b,2021,7.8,0.65,125.42,-87.52,93.07,['EPI_sign']
EPI-963de169,R-5df7c50b,2020,5.74,5.97,113.48,48.54,102.4,['EPI_generation']
EPI-d2b01dd7,R-5df7c50b,2019,9.38,8.66,129.08,199.29,117.22,['EPI_various']
EPI-e2e096c3,R-5df7c50b,2026,10.62,9.58,182.2,-15.17,78.1,['EPI_speak']
EPI-6233dc06,R-5df7c50b,2023,1.71,4.44,43.24,287.83,119.66,['EPI_somebody']
EPI-60e3f163,R-5df7c50b,2022,5.92,5.78,97.7,144.24,112.73,['EPI_improve']
EPI-cb4cd3fa,R-5df7c50b,2021,9.06,0.13,137.8,213.45,116.98,['EPI_option']
EPI-b6d4d150,R-4cc44170,2023,14.26,2.93,63.46,65.65,59.39,['EPI_learn']
EPI-308bf7ad,R-4cc44170,2023,7.84,3.56,28.03,189.86,107.56,['EPI_sometimes']
EPI-e45dde0a,R-4cc44170,2018,6.68,6.88,71.91,174.48,102.15,['EPI_marriage']
EPI-33e25965,R-4cc44170,2023,6.27,9.94,116.26,-20.96,66.49,['EPI_firm']
EPI-bfb749d0,R-4cc44170,2019,1.3,9.61,70.91,-32.42,69.9,['EPI_reach']
EPI-2055d9df,R-4cc44170,2018,3.52,5.47,179.13,24.88,61.76,['EPI_office']
EPI-98eacc2e,R-4cc44170,2019,7.25,5.1,98.03,182.07,92.13,['EPI_ready']
EPI-c2b9ece8,R-4cc44170,2025,2.98,6.54,74.23,167.05,96.67,['EPI_fear']
EPI-b7b05f92,R-4cc44170,2021,8.78,6.61,22.01,291.56,94.06,['EPI_list']
EPI-4bcb0956,R-4cc44170,2019,5.88,0.82,110.44,-47.79,110.03,['EPI_upon']
EPI-8e51d3c4,R-6d11c6c3,2023,3.06,3.85,84.37,279.05,52.21,['EPI_glass']
EPI-df3adde1,R-6d11c6c3,2023,9.82,6.74,89.51,106.67,73.02,['EPI_natural']
EPI-09501d0c,R-6d11c6c3,2022,0.74,3.83,29.1,57.96,66.98,['EPI_include']
EPI-f9147323,R-6d11c6c3,2026,7.37,6.62,48.52,297.14,83.0,['EPI_side']
EPI-e8359e32,R-6d11c6c3,2021,2.67,7.25,54.4,292.96,61.32,['EPI_check']
EPI-b0b0ecb7,R-6d11c6c3,2019,13.6,7.44,176.23,-54.85,119.22,['EPI_there']
EPI-ccb555c3,R-6d11c6c3,2022,2.92,7.41,40.71,112.08,94.75,['EPI_social']
EPI-2bb414fe,R-6d11c6c3,2020,9.94,3.17,65.6,199.67,113.66,['EPI_better']
EPI-267cff64,R-6d11c6c3,2024,2.31,7.93,168.08,-30.69,65.39,['EPI_need']
EPI-9fb1d29f,R-6d11c6c3,2026,6.45,7.74,159.8,241.91,62.82,['EPI_million']
EPI-504d6285,R-51e4f983,2023,14.89,6.66,145.84,284.09,100.44,['EPI_give']
EPI-da9763e9,R-51e4f983,2022,7.02,8.13,136.42,207.09,84.64,['EPI_federal']
EPI-0c9565a1,R-51e4f983,2018,13.25,9.64,182.62,186.99,81.64,['EPI_rich']
EPI-b4a46a30,R-51e4f983,2021,10.75,6.05,96.43,-39.3,86.74,['EPI_store']
EPI-23690a2e,R-51e4f983,2022,4.37,6.8,89.63,87.0,84.44,['EPI_against']
EPI-1f40d2de,R-51e4f983,2018,0.84,2.79,112.66,195.37,76.62,['EPI_push']
EPI-a20fdece,R-51e4f983,2021,13.59,5.26,110.98,169.39,55.26,['EPI_law']
EPI-3a6771d8,R-51e4f983,2021,5.27,8.54,104.66,183.28,83.06,['EPI_soldier']
EPI-df33628a,R-51e4f983,2024,5.25,5.79,168.73,138.71,52.99,['EPI_free']
EPI-b473c744,R-51e4f983,2025,8.82,2.61,63.83,69.66,56.98,['EPI_mention']
EPI-2acd9142,R-c88b3320,2024,10.56,4.85,153.6,111.93,71.85,['EPI_according']
EPI-7ec3635f,R-c88b3320,2020,13.88,3.74,57.66,219.01,62.96,['EPI_see']
EPI-facbd1fe,R-c88b3320,2023,12.81,5.25,37.25,-69.49,91.09,['EPI_city']
EPI-3b55bcdc,R-c88b3320,2020,13.13,9.57,107.41,91.61,65.49,['EPI_throw']
EPI-fa085195,R-c88b3320,2018,9.03,2.07,130.48,139.62,53.35,['EPI_class']
EPI-f67e7349,R-c88b3320,2019,3.95,5.42,101.19,-28.79,81.31,['EPI_finally']
EPI-d7691bd4,R-c88b3320,2026,14.68,7.4,102.09,131.18,90.71,['EPI_government']
EPI-860285ca,R-c88b3320,2018,10.11,7.98,26.1,173.61,110.85,['EPI_one']
EPI-34408fb2,R-c88b3320,2023,9.43,9.87,48.75,189.6,79.24,['EPI_hair']
EPI-ab40c382,R-c88b3320,2022,3.47,6.58,125.26,243.11,113.23,['EPI_class']
EPI-49208470,R-e041c8b0,2024,6.46,4.09,32.09,230.5,83.82,['EPI_lose']
EPI-d124fa55,R-e041c8b0,2021,5.98,9.89,183.25,-32.11,69.87,['EPI_mission']
EPI-8f715c8d,R-e041c8b0,2022,10.66,3.26,64.27,41.79,104.44,['EPI_star']
EPI-c37551fc,R-e041c8b0,2023,10.55,1.2,20.99,75.07,55.0,['EPI_candidate']
EPI-873c3a13,R-e041c8b0,2021,8.67,8.61,88.95,189.09,74.27,['EPI_teacher']
EPI-27985903,R-e041c8b0,2019,12.29,7.92,149.62,140.41,118.79,['EPI_eat']
EPI-c2de1840,R-e041c8b0,2019,1.12,9.85,107.94,258.47,80.28,['EPI_add']
EPI-59ff58a2,R-e041c8b0,2026,6.58,7.3,161.35,225.52,119.43,['EPI_range']
EPI-a78a18d1,R-e041c8b0,2021,12.75,8.96,91.35,180.82,82.24,['EPI_have']
EPI-80fcc7be,R-e041c8b0,2026,4.66,3.38,49.9,-19.3,115.42,['EPI_why']
EPI-0a94b632,R-1a5a9e34,2020,12.14,4.02,133.72,195.14,73.43,['EPI_population']
EPI-395c87b5,R-1a5a9e34,2022,0.41,5.99,158.37,-97.12,51.32,['EPI_society']
EPI-dc2e4cd3,R-1a5a9e34,2025,3.07,8.01,197.96,155.89,66.54,['EPI_many']
EPI-e5d5ae90,R-1a5a9e34,2023,14.82,4.14,195.53,250.55,72.05,['EPI_late']
EPI-83d96e28,R-1a5a9e34,2025,6.61,8.44,18.06,149.34,64.56,['EPI_boy']
EPI-2250c28e,R-1a5a9e34,2021,2.43,8.91,69.51,-49.16,60.76,['EPI_those']
EPI-95fe616d,R-1a5a9e34,2021,4.85,4.45,131.3,290.47,72.28,['EPI_number']
EPI-7fe35a76,R-1a5a9e34,2023,8.22,3.91,110.44,197.81,89.25,['EPI_reality']
EPI-ada045a6,R-1a5a9e34,2020,11.1,8.64,195.9,33.01,55.07,['EPI_small']
EPI-93bf5524,R-1a5a9e34,2023,1.33,8.15,46.58,-77.76,82.57,['EPI_always']
EPI-20893142,R-b912a73f,2018,2.4,6.17,134.46,225.27,106.87,['EPI_building']
EPI-64e86903,R-b912a73f,2018,12.66,2.47,15.59,263.31,63.71,['EPI_hit']
EPI-ed33efc7,R-b912a73f,2018,3.9,7.39,26.36,277.89,107.34,['EPI_record']
EPI-9a25b56c,R-b912a73f,2024,9.11,5.91,37.05,83.46,62.47,['EPI_hour']
EPI-ec3cd74a,R-b912a73f,2018,1.24,3.44,139.65,279.25,61.81,['EPI_capital']
EPI-8f14ee28,R-b912a73f,2025,8.42,3.29,81.16,184.55,105.92,['EPI_whatever']
EPI-54eed763,R-b912a73f,2025,10.62,9.23,193.01,248.22,113.41,['EPI_determine']
EPI-1347ecfa,R-b912a73f,2020,1.14,8.3,52.77,6.1,50.81,['EPI_customer']
EPI-0ce01b6b,R-b912a73f,2019,0.9,8.65,42.76,-59.38,80.1,['EPI_finally']
EPI-8ae013d7,R-b912a73f,2023,6.22,7.8,139.01,140.59,89.96,['EPI_well']
EPI-dba64b48,R-f1b4de7d,2019,12.63,1.3,90.67,67.89,73.38,['EPI_without']
EPI-21afc49e,R-f1b4de7d,2023,4.39,3.6,69.54,160.55,67.61,['EPI_billion']
EPI-8a6545b3,R-f1b4de7d,2021,9.75,8.45,172.54,171.82,82.75,['EPI_condition']
EPI-d030b3fc,R-f1b4de7d,2025,5.74,1.55,166.22,19.94,101.31,['EPI_debate']
EPI-36fe9c94,R-f1b4de7d,2020,8.91,0.54,19.08,213.24,66.06,['EPI_seven']
EPI-cf73c39b,R-f1b4de7d,2021,0.43,0.51,184.32,-7.79,81.93,['EPI_run']
EPI-01ab6a0d,R-f1b4de7d,2023,13.81,0.86,46.02,41.85,69.82,['EPI_attack']
EPI-8c074cd0,R-f1b4de7d,2025,1.86,7.27,79.06,-22.78,118.74,['EPI_her']
EPI-64fa161e,R-f1b4de7d,2025,0.21,3.76,136.04,166.05,50.45,['EPI_apply']
EPI-6febd64a,R-f1b4de7d,2026,8.05,0.24,16.05,14.32,84.13,['EPI_require']
EPI-7b54f507,R-2c8828c2,2023,0.01,3.97,137.96,231.45,96.6,['EPI_these']
EPI-b392eb56,R-2c8828c2,2018,10.55,1.64,76.03,192.58,93.74,['EPI_despite']
EPI-226c8740,R-2c8828c2,2026,1.0,3.54,52.1,-47.21,74.18,['EPI_end']
EPI-5e932b69,R-2c8828c2,2020,13.42,9.94,123.22,12.46,72.73,['EPI_matter']
EPI-60e7a546,R-2c8828c2,2019,3.72,2.23,11.33,90.31,107.49,['EPI_those']
EPI-9e22398f,R-2c8828c2,2019,13.83,7.25,29.4,102.5,89.06,['EPI_put']
EPI-e734c451,R-2c8828c2,2024,4.23,2.58,82.67,2.86,75.54,['EPI_memory']
EPI-078e0d0b,R-2c8828c2,2019,4.58,8.39,166.78,45.07,97.33,['EPI_member']
EPI-00def44f,R-2c8828c2,2025,4.42,6.02,36.78,-6.69,89.47,['EPI_red']
EPI-eaf07c26,R-2c8828c2,2022,8.05,1.7,158.8,61.85,109.03,['EPI_return']
EPI-473c8187,R-5cc82d29,2019,8.66,1.12,10.05,59.58,86.15,['EPI_think']
EPI-f0990e2c,R-5cc82d29,2025,2.44,6.81,86.82,-57.37,67.14,['EPI_style']
EPI-c6c4ad0e,R-5cc82d29,2018,6.01,1.81,127.64,15.45,63.4,['EPI_especially']
EPI-ee87ecb8,R-5cc82d29,2025,3.85,2.67,52.04,-46.83,119.89,['EPI_visit']
EPI-3ff18b80,R-5cc82d29,2018,10.55,1.07,153.35,98.91,114.12,['EPI_sign']
EPI-f2feaa3c,R-5cc82d29,2020,14.64,2.69,181.02,8.92,91.35,['EPI_student']
EPI-fcf6b493,R-5cc82d29,2023,10.73,9.26,198.82,298.65,50.49,['EPI_manager']
EPI-51672ec4,R-5cc82d29,2020,0.52,4.01,120.24,-11.58,65.57,['EPI_use']
EPI-7a7f843e,R-5cc82d29,2026,8.2,0.2,167.1,247.19,89.11,['EPI_top']
EPI-2e65bd0b,R-5cc82d29,2025,0.92,9.94,66.25,-36.26,94.73,['EPI_finish']
EPI-e46db407,R-9152b0d3,2023,7.09,1.21,196.29,258.58,92.28,['EPI_who']
EPI-9df9edea,R-9152b0d3,2022,6.26,8.66,83.79,243.95,72.66,['EPI_summer']
EPI-03094f57,R-9152b0d3,2019,2.56,8.51,184.28,-17.98,98.43,['EPI_learn']
EPI-f510d9a5,R-9152b0d3,2020,11.86,7.79,57.1,289.94,98.67,['EPI_material']
EPI-ea86b164,R-9152b0d3,2022,10.89,1.32,55.62,-59.5,115.12,['EPI_economic']
EPI-3f6b2c0d,R-9152b0d3,2018,12.14,5.59,98.65,-12.88,70.82,['EPI_site']
EPI-25bfd91e,R-9152b0d3,2026,1.32,9.03,188.28,127.39,67.53,['EPI_national']
EPI-69d69f1d,R-9152b0d3,2022,1.74,5.56,123.97,38.71,55.05,['EPI_policy']
EPI-3af0357a,R-9152b0d3,2019,1.02,4.55,10.49,-69.91,80.11,['EPI_join']
EPI-bc9f1b36,R-9152b0d3,2024,4.31,6.94,101.74,192.77,94.94,['EPI_shake']
EPI-86bcd724,R-649fbf3c,2025,3.65,5.82,56.59,181.41,103.3,['EPI_against']
EPI-66f55189,R-649fbf3c,2019,5.29,1.96,166.43,-64.33,97.12,['EPI_across']
EPI-d9d4b4f4,R-649fbf3c,2019,13.81,1.45,127.59,44.53,100.26,['EPI_anything']
EPI-4d2e95f3,R-649fbf3c,2022,13.16,8.54,185.28,75.42,111.01,['EPI_day']
EPI-1c56d71f,R-649fbf3c,2025,3.47,7.87,128.54,90.64,61.92,['EPI_star']
EPI-6e6b230f,R-649fbf3c,2023,7.18,4.08,131.15,84.0,87.94,['EPI_car']
EPI-89aff4b2,R-649fbf3c,2024,3.77,3.83,175.68,33.26,96.93,['EPI_almost']
EPI-0a8766e5,R-649fbf3c,2023,11.35,0.38,105.04,-6.39,118.39,['EPI_how']
EPI-022b9ef4,R-649fbf3c,2023,8.68,0.38,56.74,83.54,111.19,['EPI_individual']
EPI-3497b829,R-649fbf3c,2020,4.36,1.61,14.89,284.98,69.92,['EPI_want']
EPI-f02ee3cb,R-485e7d53,2026,7.44,5.63,135.23,-22.73,61.89,['EPI_drug']
EPI-09105150,R-485e7d53,2026,12.19,9.37,154.91,187.74,67.9,['EPI_bag']
EPI-41434f6e,R-485e7d53,2025,1.75,1.59,59.92,-86.4,101.86,['EPI_table']
EPI-b7b0a65b,R-485e7d53,2026,7.59,1.7,20.62,7.91,87.16,['EPI_take']
EPI-7745e5e6,R-485e7d53,2020,8.56,4.12,174.32,-34.3,68.54,['EPI_professional']
EPI-f28de70a,R-485e7d53,2022,7.57,7.31,161.6,-93.03,100.15,['EPI_those']
EPI-d3a992f9,R-485e7d53,2025,2.42,3.59,152.01,87.23,72.39,['EPI_surface']
EPI-63cc43dc,R-485e7d53,2023,6.17,1.68,70.94,13.6,119.63,['EPI_scientist']
EPI-b1b637b3,R-485e7d53,2026,14.07,8.77,171.06,105.73,57.41,['EPI_may']
EPI-6da7226b,R-485e7d53,2025,13.37,2.54,60.52,-73.1,53.27,['EPI_suddenly']
EPI-5ca348ce,R-13dc6739,2018,12.66,0.32,151.58,255.26,107.14,['EPI_return']
EPI-3f61133b,R-13dc6739,2024,0.11,3.83,99.47,158.14,55.68,['EPI_man']
EPI-78ec4d44,R-13dc6739,2026,2.14,2.09,54.57,230.37,99.16,['EPI_who']
EPI-cac33716,R-13dc6739,2024,9.25,0.48,37.05,85.33,106.62,['EPI_build']
EPI-2da69365,R-13dc6739,2019,2.75,5.57,151.73,-68.29,54.68,['EPI_right']
EPI-466c959a,R-13dc6739,2026,12.72,4.21,171.65,294.64,92.84,['EPI_cause']
EPI-d2f45806,R-13dc6739,2025,5.54,5.19,55.48,295.8,67.44,['EPI_store']
EPI-86fba836,R-13dc6739,2021,10.97,1.15,107.45,-93.58,79.06,['EPI_claim']
EPI-ba1f62f9,R-13dc6739,2025,12.71,3.5,161.93,-98.96,98.51,['EPI_two']
EPI-c96f5d4e,R-13dc6739,2026,5.73,1.58,140.59,35.54,67.39,['EPI_station']
EPI-ebbbd787,R-d1139084,2021,6.76,0.72,39.96,173.66,95.0,['EPI_old']
EPI-8a30cbbd,R-d1139084,2020,14.52,0.67,34.19,293.71,62.79,['EPI_appear']
EPI-afb0ffa6,R-d1139084,2025,12.34,5.59,99.12,229.96,59.73,['EPI_finish']
EPI-2f7da0fd,R-d1139084,2024,14.85,5.41,142.18,168.05,55.18,['EPI_see']
EPI-6c472ca8,R-d1139084,2025,1.22,9.74,192.76,145.68,96.77,['EPI_feel']
EPI-acc87a7e,R-d1139084,2022,12.71,4.64,98.11,201.68,90.63,['EPI_car']
EPI-3495ce6e,R-d1139084,2026,6.51,7.43,190.51,206.35,70.31,['EPI_far']
EPI-f5d11e6d,R-d1139084,2023,10.81,9.89,43.82,53.0,107.48,['EPI_threat']
EPI-16062f3f,R-d1139084,2022,5.72,0.86,186.92,-1.1,94.41,['EPI_value']
EPI-0f8c43ad,R-d1139084,2024,6.28,9.43,181.54,207.01,55.69,['EPI_by']
EPI-40fcf348,R-9dbc200a,2018,13.31,5.24,33.39,197.73,119.39,['EPI_I']
EPI-74b67d2b,R-9dbc200a,2025,12.78,7.82,102.36,122.25,116.39,['EPI_know']
EPI-75e302ac,R-9dbc200a,2020,1.09,2.34,37.19,293.44,117.94,['EPI_tonight']
EPI-0dbdf5be,R-9dbc200a,2019,0.2,1.75,126.76,176.38,118.93,['EPI_travel']
